code,credits,prerequisites,gen_ed
ELE446,3,((ELE 212 or 220 or OCE 206) and ELE 313 and MTH (244 or 362)) or permission of instructor,
ELE447,3,(ELE 202 and ((338 and 339) or 342) and 313 and PHY 204 and (credit or concurrent enrollment in ELE 448)) or permission of instructor,
ELE448,1,credit or concurrent enrollment in ELE 447,
ELE456,3,PHY 204 and permission of instructor,
ELE457,3,"((ELE 205 or ELE 208 or BME 207) and ELE 314) or MCE 366, or permission of instructor",
ELE458,3,((ELE 205 or 208 or BME 207) and (credit or concurrent enrollment in ELE 314) and ((ELE 338 and 339) or (BME 360 and 361)) and (credit or concurrent enrollment in ELE 459)) or permission of instructor,
ELE459,1,credit or concurrent enrollment in 458,
ELE470,3,basic course in C programming; basic course in microcomputers; at least junior standing; permission of instructor,
ELE480,3,"(ELE 205 or 208) and ELE 313 and ((338 and 339) or 342) and ((at least a 2.0 (C) average in 212, 313, and 338)) and permission on instructor",D1
ELE481,3,"(ELE 205 or 208) and 313 and ((338 and 339) or 342) and ((at least a 2.0 (C) average in 212, 313, and 338)) and permission of instructor",
ELE491,4,permission of instructor,
ELE492,4,permission of instructor,
ELE493,4,permission of instructor,
ELS112,3,,
ELS122,3,,
ELS322,3,"University set minimum scores for English proficiency tests, or ESL 122",
ELS412,3,University set minimum scores for English proficiency tests,
ENE101,3,,"B2, A3"
ENE202,3,,C1
ENE310,3,"Students in EE degree program, or by permission of instructor",
ENE458,3,Junior standing or above; for majors only,
ENE484,3,"ENE 101, 102, 310, 326, and 332",
ENE485,3,Senior standing; ENE majors only,D1
ENG105,4,,"A3, B1"
ENG110,4,,"A3, B1"
ENG120,4,,"A4, B2"
ENG121,4,,"A3, C1"
ENG122,4,,"A3, C3"
ENG160,4,,"A3, C2"
ENG201,4,,
ENG205A,4,,
ENG205B,4,,
ENG205D,4,,
ENG210,4,,C3
ENG211,4,,"A3, C3"
ENG221,4,,"A3, C3"
ENG241,4,,
ENG242,4,,"A3, C3"
ENG243,4,,"A3, B1"
ENG243H,4,3.40 overall gpa,"A3, B1"
ENG245,4,,"A3, B4"
ENG245H,4,Overall GPA of 3.4 or higher,"A3, B4"
ENG247,4,,"A3, C3"
ENG248,4,,"A3, C3"
ENG252,4,,"A3, C2"
ENG260,4,,"A3, B1"
ENG263,4,,"A3, B1"
ENG264,4,,"A3, B1"
ENG265,4,,"A3, B1"
ENG265H,4,must have a 3.40 overall GPA,"A3, B1"
ENG280,4,,"A3, B1"
ENG280H,4,Must have a 3.4 GPA or higher,"A3, B1"
ENG302,4,,"A3, B4"
ENG304,4,,"A3, B4"
ENG305A,4,,
ENG305B,4,,
ENG305C,4,,
ENG305D,4,,
ENG315,4,Sophomore standing or by permission of instructor,
ENG320,4,,"C3, D1"
ENG321,4,,"A3, C3"
ENG333,4,,"A3, C3"
ENG338,4,,
ENG339,4,,
ENG345,4,,
ENG347,4,,
ENG348,4,,
ENG350,4,,
ENG352,4,,"A3, C3"
ENG355,4,Junior or senior standing,D1
ENG356,4,Junior or senior standing,
ENG359,4,Junior or senior standing,"A3, B4"
ENG362,4,,
ENG364,4,,
ENG367,4,,
ENG368,4,,"A3, B4"
ENG374,4,,
ENG376,4,,
ENG377,4,,
ENG378,4,,
ENG379,4,,
ENG382,4,,
ENG383,4,,
ENG385,4,,"A3, B4"
ENG388,4,,"A3, C3"
ENG394,4,permission of chairperson,
ENG395,4,permission of chairperson,
ENG396,4,,
ENG405,4,"ENG 205 and 305, or two ENG 305 courses in different genres (ENG 305A, 305B, 305C, or 305D)",
ENG410,4,two 300- or 400-level ENG courses (excluding 477),"B4, D1"
ENG446,4,,
ENG447,4,,
ENG450G,4,,"D1, C3"
ENG451,4,junior standing or permission of instructor,"A4, C2"
ENG469,4,,
ENG472,4,,
ENG477,8,"20 credits in English, permission of chairperson, and prior completion of or concurrent enrollment in ITR 303 or 304",
ENG478,4,,
ENG479,4,,
ENG480,4,,
ENG482,4,,
ENG486,4,,
ENG489,4,,
ENG492,3,Junior or senior standing or permission of the instructor,"D1, B1"
ENG999,0,graduate standing,
ENT286,3,,
ENT350,4,BIO 102 or permission of instructor,
ENT385,3,"BIO102 and BIO101, or permission of instructor",
ENT388,3,"BIO 101 and 102, or permission of instructor",
ENT390,3,,
ENT390H,3,Overall GPA of 3.4 or higher,
ENT455,3,PLS 200 or ENT 385 or permission of instructor,
EVS366,2,permission of instructor; by override only,
EVS482,4,permission of instructor,
EVS484,4,"GEO 483 or CVE 588 or NRS 510, or permission of instructor",
FIN220,3,"ECN 201 or ECN 201H or EEC 105, and ACC (BUS) 201or 201H, and BAI (BUS) 210 or STA 308",
FIN220H,3,Must have a 3.40 overall GPA,
FIN321,3,FIN (BUS) 220  (with a grade C or above),
FIN322,3,"ECN 201 or EEC 105, ACC (BUS) 201, BAI (BUS) 210 or STA 308",
FIN323,3,ECN 201 or EEC 105; and junior standing in a degree granting college,
FIN335,3,ACC (BUS) 202 and BAI (BUS) 210 or STA 308,
FIN336,3,FiN (BUS) 220 or 220H,
FIN337,3,FIN (BUS) 220 or 220H,
FIN338,3,"ECN 201 or EEC 105 and ACC (BUS) 202, FIN (BUS) 220 or 220H",
FIN390,1,,
FIN412,3,,
FIN420,3,"BAI (BUS) 211 or BAI 311, FIN (BUS) 220 or 220H or permission of instructor",
FIN421,3,FIN (BUS) 220 (with a grade C or above) or permission of instructor,
FIN422,3,FIN (BUS) 321,
FIN423,3,FIN (BUS) 321,
FIN424,3,"FIN (BUS) 220 or 220H, and FIN (BUS) 321",
FIN425,3,"FIN (BUS) 220 or 220H, and FIN (BUS) 321, or permission of instructor",
FIN426,3,"FIN (BUS) 220 or 220H, and FIN (BUS) 321, or permission of instructor",
FIN427,3,FIN (BUS) 220 or 220H,
FIN428,3,FIN (BUS) 220 or 220H or permission of instructor,
FIN429,3,"FIN (BUS) 220 or 220H, and FIN (BUS) 321",
FIN430,3,FIN (BUS) 220 or 220H,
FIN431,3,,
FIN432,3,"FIN 220 (BUS 220); FIN 321 (BUS 321); FIN 322 (BUS 322), or permission by instructor",
FIN433,3,,
FIN434,3,,
FIN435,3,"FIN (BUS) 220 or 220H, FIN (BUS) 335, and FIN (BUS) 337, or permission of instructor",
FIN437,3,B or better in FIN321 and minimum GPA of 3.2,
FIN491,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
FIN492,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
FIN493,6,"admission into internship program, and permission of instructor",
FLM100,3,,"A4, C2"
FLM101,4,,"A4, C2"
FLM101H,4,Must have a 3.40 overall GPA,"A4, C2"
FLM110,4,,
FLM203,4,,"A4, B1"
FLM204,4,,"A4, C2"
FLM205,4,,"A4, C2"
FLM206,4,,"A4, C2"
FLM220,4,FLM 110 or permission of instructor,
FLM225,4,,
FLM230,4,FLM 110,
FLM312,4,sophomore standing,
FLM316,4,FLM 110 and permission of instructor,
FLM330,4,FLM 110 and FLM 230,
FLM344,4,COM 342 or FLM 351 or FLM 445 or permission of instructor,
FLM351,4,FLM 110 and sophomore standing or permission of instructor,
FLM352,4,sophomore standing or permission of instructor,
FLM406,4,COM/FLM 306,
FLM417,4,junior standing or permission of instructor,
FLM444,4,junior standing or permission of instructor; FLM 101 and 204 or 205,
FLM445,4,"junior standing or permission of instructor, and either ART 215 or COM 341 or COM 342 or JOR 331 or FLM 351",
FLM451,4,junior standing or permission of instructor,"A4, C2"
FLM477,6,permission of faculty advisor,
FLM491,6,Acceptance of project by faculty member and approval by program director,
FLM495,4,FLM101 and FLM203 or ENG302 or permission of instructor,"B1, D1"
FLM496,4,"FLM 110, FLM 220, FLM 351, and junior standing or permission of instructor",D1
FOS392,3,,
FRN101,3,no prior French is required,"C2, A3"
FRN102,3,,"A3, C2"
FRN103,3,,"A3, C2"
FRN104,3,,"C2, A3"
FRN120G,3,,"A3, C3"
FRN151,3,,"A3, C2"
FRN152,3,,C2
FRN201,1,FRN 104 or equivalent or permission of instructor,
FRN204,3,,"C2, A3"
FRN207,3,,"C2, A3"
FRN304,3,FRN 204,"B4, C3"
FRN307,3,FRN 207,"C2, A3"
FRN309,3,FRN 204 or permission of instructor,"C1, A3"
FRN310,3,FRN 204 or permission of instructor,
FRN315,3,FRN 200-level French course or equivalent or permission of instructor,
FRN316,3,FRN 200-level French course or equivalent or permission of instructor,
FRN318,1,permission of instructor,
FRN320,3,,"C2, A3"
FRN350,3,FRN 204 and FRN 207 or permission of the instructor,"B2, D1"
FRN351,3,"FRN 204 and 207, or permission of instructor","D1, B2"
FRN397,3,Acceptance of a project by a faculty member and approval of section head,
FRN412,3,FRN 309 or 310 or permission of instructor,
FRN474,3,FRN 309 or 310 or permission of instructor,
FRN480,3,"junior standing, credit or concurrent enrollment in at least one 300-level French language course",
FRN497,3,acceptance of a project by a faculty member and approval of section head,
FRN498,3,acceptance of a project by a faculty member and approval of section head,
GCH101G,4,,C1
GCH101GH,4,Must have a 3.4 GPA or higher,C1
GCH102G,4,,C3
GCH115,3,,"B4, C3"
GEG101,3,,
GEG104,3,,
GEG202,3,,"A2, C1"
GEO100G,3,,"A1, C2"
GEO103,,,"A1, B4"
GEO110,3,,"A1, B4"
GEO113,3,,A1
GEO120,3,,"A1, B4"
GEO200,4,,"B3, B4"
GEO204,4,GEO 103 or equivalent or permission of instructor,"A1, B1"
GEO210,4,GEO 103 or permission of instructor,B2
GEO234G,3,,A1
GEO271H,3,must  have a 3.40 overall GPA,"A1, B4"
GEO280,3,Credit or current enrollment in MTH 103 or 111,"A1, B3"
GEO305G,4,GEO 100 or 103 or GEO/OCG 110 or permission of instructor,D1
GEO320,4,"GEO 103, credit or concurrent enrollment in CHM 101 or 103",D1
GEO370,4,"GEO 103, PHY 111 and 185 or PHY 203 and 273",
GEO397,6,"GEO 103, 320, GEO major, approval of department chair",
GEO404,3,MTH 131 or MTH 141,
GEO405G,3,Permission of instructor,
GEO420,4,GEO 305G or GEO/MAF 280 or permission of instructor,
GEO422,4,GEO 305G or GEO/MAF 280 or permission of instructor,
GEO450,4,"GEO 210 and GEO 320, or permission of instructor",
GEO462,4,"GEO103 and CHM101 or CHM103, and one from GEO320 or CHM124 or CHM227",
GEO465,4,"GEO 103, PHY 112 or 204, and MTH 132 or 142; or consent of instructor",
GEO480,8,"GEO 210, 320, 370, and 450 recommended",
GEO482,4,permission of instructor,
GEO483,4,"GEO 103, 210, and MTH 131 or 141, or permission of instructor",
GEO484,4,"GEO 483 or CVE 588 or NRS 510, or permission of instructor",
GEO491,3,permission of instructor,
GEO497,4,"GEO103, declared GEO major or minor, and permission of instructor",
GEO499,3,senior standing and permission of instructor,
GEO920,3,teacher certification,
GER101,3,No prior German is required,"A3, C2"
GER102,3,Students enrolling in this course should have taken GER 101 or GER 111 or equivalent,"A3, C2"
GER111,4,No prior German is required,"A3, C2"
GER112,4,Students enrolling in this course should have taken GER 101 or GER 111 or equivalent,"A3, C2"
GER161,3,Not for major credit in German,
GER171G,3,,"C3, A4"
GER172,3,Not for major credit in German,B1
GER203,3,Students enrolling in this course should have taken GER 102 or GER 112 or equivalent,"A3, C2"
GER204,3,Students enrolling in this course should have taken GER 203 or GER 213 or equivalent,"A3, C1"
GER213,4,GER 102 or GER 112 or equivalent,"A3, C2"
GER214,4,Students enrolling in this course should have taken GER 203 or GER 213 or equivalent,"A3, C1"
GER215,6,Students enrolling in this course should have taken GER 204 or 214 or equivalent,
GER221,1,credit or concurrent enrollment in GER 203 (103) or 213 (113),
GER222,1,credit or concurrent enrollment in GER 204 (104) or 214 (114),
GER251,1,credit or concurrent enrollment in GER 203 or 213,
GER252,1,credit or concurrent enrollment in GER 204 or 214,
GER301,3,Students enrolling in this course should have taken GER 204 or GER 214 or equivalent,
GER302,3,Students enrolling in this course should have taken GER 204 or GER 214 or equivalent,"B2, C2"
GER315,6,Students enrolling in this course should have taken GER 301 and GER 302 or equivalents,
GER316,6,Students enrolling in this course should have taken GER 301 and GER 302 or equivalents,
GER321,1,Students enrolling in this course should have taken GER 204 or GER 214 or equivalent,
GER322,1,Students enrolling in this course should have taken GER 204 or GER 214 or equivalent,
GER331,3,"Students enrolling in this course should have taken GER 301 and GER 302 or equivalents, or permission of instructor","A3, B4"
GER332,3,"Students enrolling in this course should have taken GER 301 and GER 302 or equivalents, or permission of instructor",
GER351,1,Students enrolling in this course should have taken GER 204 or GER 214 or equivalent,
GER431,3,Students enrolling in this course should have taken GER 331 or GER 332 or have permission of section head,
GER451,3,Students enrolling in this course should have taken GER 301 and GER 302 or equivalents and junior standing,
GER452,3,Students enrolling in this course should have taken GER 301 and GER 302 or equivalents and junior standing,
GER491,6,acceptance of project by a faculty member and permission of section head,
GRK101,3,no previous Greek is required,"A3, C2"
GRK102,3,,"A3, C2"
GRK301,3,,"A3, C2"
GRK302,3,,"A3, C2"
GRK497,6,acceptance of project by faculty member and approval of chairperson,"A3, C2"
GWS150,3,,"A2, C3"
GWS150H,3,3.40 overall GPA,"A2, C3"
GWS210G,3,,"C3, A2"
GWS220,3,,"A1, B4"
GWS300,6,GWS 150 or 315 or permission of instructor,
GWS301,3,,
GWS305,1,GWS 150,
GWS306,1,GWS 305,
GWS308,3,sophomore standing,
GWS308H,3,3.40 overall gpa and sophomore standing,
GWS310,3,GWS 150 or HPR 110 or GWS 315 or permission of instructor,
GWS315,3,GWS 150 or permission of instructor,
GWS320,3,GWS 150 or permission of instructor,"D1, C1"
GWS325G,3,GWS 150 or permission of instructor,"A2, C2"
GWS330,3,,
GWS332,3,,
GWS340,3,,
GWS346,3,MGT (BUS) 341 recommended,
GWS350,3,,
GWS350H,3,3.40 overall gpa,
GWS351,3,,
GWS360,3,GWS 150,
GWS365,3,GWS 150 or permission of the instructor,
GWS370,3,GWS 150 or permission of instructor,
GWS373,3,,C3
GWS383,3,GWS 150 or permission by instructor,"A2, C2"
GWS385,4,,"A3, B4"
GWS386,3,ECN 100 or 201 or permission of instructor,
GWS387,3,HIS 180 is suggested but not required,
GWS388,4,,"A3, C3"
GWS400,3,GWS 310 or 315 or 320 and senior standing or permission of instructor,
GWS401,3,junior standing or permission of the instructor,
GWS410,1,GWS majors and minors in senior year,
GWS430,3,junior standing,
GWS441,4,PSC 113 or PSC 210 or PSC 310 or permission of instructor,"C3, D1"
GWS450,3,junior or senior standing,
GWS475G,3,"300-level coursework in sociology, anthropology, gender and women's studies, or health studies; or permission of the instructor","A2, C2"
GWS490,3,GWS 310 or 315 or 320 and senior standing or permission of instructor,
GWS490H,3,"GWS 315 or 310 or 320, and senior standing, and 3.40 or better overall GPA, or permission of instructor",
GWS492,3,Junior or senior standing or permission of the instructor,"D1, B1"
HDF130G,3,"Freshmen or sophomore standing, or permission of instructor",C3
HDF130GH,3,"Freshmen or sophomore standing, or permission of instructor",C3
HDF150,3,,"A2, C3"
HDF180,1,,
HDF200,3,,"A2, C3"
HDF201,3,,
HDF202,3,admission to the HDF or BIS program,
HDF205G,3,"HDF major, or by permission of instructor","A2, B4"
HDF208,3,,A2
HDF225,3,,"A2, B4"
HDF230,3,HDF major or permission of instructor,
HDF250,3,HDF major or permission of instructor,"A2, C3"
HDF306,3,HDF200; HDF major or Early Intervention Cert; or permission of instructor,
HDF308,3,HDF200 or PSY232; HDF major; or instructor permission,
HDF310,3,"HDF major and HDF201, or permission of instructor",
HDF312,3,"HDF major and HDF201, or by permission of instructor",
HDF314,3,"HDF major and HDF201, or by permission of instructor",
HDF318G,3,,"A2, B4"
HDF333,3,HDF 202,
HDF340,3,"Sophomore or Junior standing, or by permission of instructor",
HDF341,3,HDF 340 and sophomore standing,
HDF342,3,Completed or concurrent enrollment in HDF 340,
HDF343,3,HDF 340,
HDF352G,3,Junior or senior standing,"A2, C3"
HDF357,3,Junior standing in HDF or permission of instructor,
HDF381,1,HDF major and 75 credits,"D1, C1"
HDF400,3,"HDF 200 or PSY 232, and HDF 202",
HDF414,3,permission of instructor and HDF 190 or HDF 290,"D1, C1"
HDF418,3,completion of 24 or more credits,
HDF421,3,junior standing or above,
HDF430,3,HDF 202 and 230,
HDF431,3,HDF 202 or SOC 440,
HDF432,3,"HDF 200 or PSY 232, and HDF 202",
HDF434,3,junior standing in the major or permission of instructor and HDF 202,
HDF437,3,HDF 200 and 230 or SOC 212,
HDF440,3,HDF 202,"C1, A2"
HDF450,3,"HDF 230 and junior standing in HDF; or graduate standing, or permission of instructor",
HDF451,3,,
HDF456,3,credit or concurrent enrollment in HDF 455,
HDF460,3,"HDF 200 and HDF 202, or permission of instructor",
HDF472,3,,
HDF480,12,HDF 381 and concurrent enrollment in HDF 481; senior standing and permission of instructor,
HDF481,2,"HDF381, concurrent enrollment in HDF 480, senior standing in the major, and permission of instructor","D1, C1"
HDF495,3,"HDF200 or PSY232, and permission of instructor",
HDF496,3,Sophomore standing and permission of instructor,
HDF497,3,senior standing and permission of chairperson,
HDF498,3,senior standing and permission of chairperson,
HIS110,3,,"A3, B1"
HIS111,3,,
HIS112,3,,"A2, C2"
HIS113,,,
HIS114,3,,"A3, B1"
HIS114H,3,3.40 overall GPA or better,"A3, B1"
HIS115G,3,,"A3, C3"
HIS117,3,,"A3, B4"
HIS119G,3,,"A3, C1"
HIS119GH,3,Must have a 3.40 overall GPA,"A3, C1"
HIS121,3,,"A3, C2"
HIS130,3,,
HIS141,3,,"A3, C1"
HIS142,3,,"C3, A3"
HIS145,3,,"B4, C1"
HIS146,3,,"B4, C1"
HIS150,3,,"A3, C3"
HIS150H,3,3.40 overall GPA or better,"A3, C3"
HIS164,3,,"C2, A3"
HIS171,3,,"B1, C2"
HIS178,3,,"A3, C2"
HIS180,3,,"A3, C2"
HIS300,3,sophomore standing or permission of instructor,"A3, B1"
HIS301,3,sophomore standing or permission of instructor,
HIS302,3,sophomore standing or permission of instructor,
HIS304,3,Sophomore standing or permission of instructor,"D1, B4"
HIS305,3,Sophomore standing or permission of instructor,"A2, B1"
HIS308G,3,Sophomore standing or permission of instructor,"A2, B1"
HIS309,3,junior standing,
HIS310,3,sophomore standing or permission of instructor,"B4, B1"
HIS311,3,sophomore standing or permission of instructor,"B4, B1"
HIS318,3,Sophomore standing or permission of instructor,"A3, C2"
HIS327,,Sophomore standing or permission of instructor,"B1, B4"
HIS328,3,sophomore standing or permission of instructor,
HIS333,3,sophomore standing or permission of instructor,"B4, B1"
HIS335,3,sophomore standing or permission of instructor,
HIS336,3,"sophomore standing, or permission of instructor",
HIS337,3,sophomore standing or permission of instructor,
HIS339,3,Sophomore standing or permission of instructor,"C1, B4"
HIS340,3,Sophomore standing or permission of instructor,
HIS341,3,Sophomore standing or permission of instructor,"A3, C3"
HIS342,3,HIS 142 and sophomore standing,"B1, C3"
HIS344,3,sophomore standing or permission of instructor,
HIS346,3,Sophomore standing or permission of instructor,"C3, B1"
HIS349,3,Sophomore standing or permission of instructor,"A3, B4"
HIS350,3,permission of instructor,"B2, C1"
HIS352,3,sophomore standing or permission of instructor,"A3, C3"
HIS353G,3,Sophomore standing or instructor permission,"B1, C1"
HIS354,3,Sophomore standing or permission of instructor,"B4, C1"
HIS355,3,sophomore standing,"A3, C3"
HIS356,3,sophomore standing,
HIS357,3,sophomore standing or permission of instructor,"C3, B1"
HIS358,3,Sophomore standing or permission of instructor,"B1, A3"
HIS359,3,sophomore standing or permission of instructor,
HIS361,3,Sophomore standing or instructor permission,
HIS362,3,sophomore standing or permission of instructor,"B4, C1"
HIS363,3,sophomore standing or permission of instructor,"A3, B1"
HIS364,3,sophomore standing or permission of instructor,"C1, B4"
HIS365,3,Sophomore standing or permission of instructor,"C1, B4"
HIS366,3,HIS 150 or AAF 150 or HIS 142 and sophomore standing or permission of instructor,"C3, B1"
HIS373,3,,C3
HIS374,3,sophomore standing or permission of instructor,"A3, B1"
HIS375,3,sophomore standing or permission of instructor,"A3, B1"
HIS378,3,,"A3, C2"
HIS381,3,Sophomore standing or permission of instructor,
HIS382,3,Sophomore standing or permission of instructor,
HIS383,3,GWS 150 or permission by instructor,"A2, C2"
HIS385,3,sophomore standing or permission of instructor,
HIS387,3,HIS 180 is suggested but not required,
HIS388,3,sophomore standing or permission of instructor,
HIS389,3,sophomore standing or permission of instructor,
HIS390,3,Sophomore standing or permission of instructor,
HIS391,3,permission of chairperson,
HIS392G,3,,"A3, C3"
HIS396,6,permission of instructor,
HIS401,3,"junior, senior, or graduate standing in history or permission of instructor",
HIS441,3,"junior, senior, or graduate standing in history or permission of instructor",
HIS477,4,Junior or Senior Status or permission of the Chair,
HIS481,3,"junior, senior, or graduate standing in history or permission of instructor",
HIS490,3,"at least 3 credits of course work at the 300-level in history, anthropology or art history, or permission of instructor",
HIS495,3,"completion of HIS 401 or 441 or 481, with the same instructor, or permission of the department","D1, B4"
HLT101G,3,,"A2, C1"
HLT101GH,3,,"A2, C1"
HLT201,3,"HLT101G, for Public Health majors only",
HLT300,4,"Completion of HLT 100G or both HLT 101G and HLT 201 (grade C or better), junior standing and health studies major, or permission of the instructor","A2, B4"
HLT312,3,HLT 200 or HDF 357,
HLT313,3,"HLT 100G, or HLT 101G and HLT 201, or permission of instructor","D1, B4"
HLT320,3,HLT200 or HDF357 or COM221 or COM251 or COM210 or permission of instructor,
HLT350,3,"HLT 300 with a C or higher, or by permission of instructor for students of at least junior standing",
HLT360,3,"junior standing, Public Health majors only, or permission of instructor",
HLT400,3,HLT 300 and junior standing or permission of instructor,"C3, D1"
HLT401,3,Acceptance into teacher education program or permission of instructor,
HLT450,4,completion of PSY 200 or STA 307 or STA 308; completion of HLT 200 with a C or higher;  senior standing in health studies or permission of instructor,
HLT490,3,HLT 200 and HLT 450 and permission of director,
HLT491,3,HLT 200 and HLT 450 and permission of director,
HLT496,3,Junior standing and permission of instructor,
HPR100,3,Must be Honors Program New Admit or Honors Transfer Admit or CGPA 3.4 or above,"B2, C1"
HPR109,4,,
HPR124,4,Must have a 3.4 overall GPA,"A2, C1"
HPR126,4,Must have a 3.4 overall GPA,"A2, C3"
HPR131G,3,3.40 overall GPA or better,"A1, B2"
HPR135,3,3.40 overall or better GPA,"A1, C2"
HPR142,4,must have 3.40 overall GPA,"B1, B4"
HPR147,3,3.40 overall or better GPA,"A3, B1"
HPR183G,3,3.40 overall GPA,"C3, B4"
HPR216G,4,"GPA of 3.4 or above and one completed honors course, or permission of the director of the honors program","A3, C3"
HPR224G,4,"GPA of 3.4 or above and one completed honors course, or permission of the director of the honors program","A2, C1"
HPR226G,4,"GPA of 3.4 or above and one completed honors course, or permission of the director of the honors program","C3, A2"
HPR230G,4,GPA of 3.40 or better and one completed Honors course or permission of the director of the Honors Program,A1
HPR233,4,"GPA of 3.40 or better and one completed Honors course, or permission of the director of the Honors Program","A1, B4"
HPR301,4,GPA of 3.50 or better and permission of the Director of the Honors Program,
HPR302,4,GPA of 3.50 or better and permission of the Director of the Honors Program,
HPR316,4,3.40 GPA or better or permission of the director of the honors program,"C3, A3"
HPR344,4,3.40 GPA or better or permission of the director of the Honors Program,"A4, B1"
HPR346G,3,3.40 or better overall GPA,"B2, D1"
HPR347,4,3.4 overall GPA,"A3, B1"
HPR361,4,Overall 3.4 gpa or higher,"B2, B4"
HPR375,4,Overall GPA 3.40 or better,"A2, C2"
HPR391,4,,"B2, C1"
HPR392,3,3.40 over GPA or better,"C1, A2"
HPR397,4,3.40 GPA or better or permission of the director of the honors program,
HPR401,3,"permission of the director of the Honors Program, and overall GPA of 3.40 or better",D1
HPR402,3,"permission of the director of the Honors Program, and overall GPA of 3.40 or better",
HPR411,3,overall GPA 3.40 or better,
HPR412,4,overall GPA 3.40 or better,
HSA380,3,admission to the B,
HSA480,6,admission to the B,
INE140G,3,,A2
INE149,3,,
INE247,3,,
INE249,3,,C3
INE304G,3,,C1
INE315,3,,
INE315H,3,Must have 3.40 or better overall GPA,
INE316,3,INE (BUS) 315,
INE318,3,INE315 or permission of instructor,"A2, C2"
INE348,3,,
INE349,3,"INE (BUS) 149 and ACC (BUS) 201, or permission of instructor",
INE390,1,,
INE449,3,ACC (BUS) 201 or 201H and senior standing in the College of Business or permission of instructor; not open to students with credit in EEC 325,
INE491,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
INE492,3,must be a student in the College of Business with more than 75 credits and permission of instructor,
INE493,6,"admission into internship program, and permission of instructor",
ISE240,3,CHM 101,
ISE241,1,Credit or concurrent enrollment in ISE 240,
ISE261G,3,,"A1, B4"
ISE304,3,,
ISE311,3,MTH 142 or permission of instructor,
ISE312,3,ISE 311 or STA 409 or MTH 451 or permission of instructor,
ISE325,3,MTH 141,
ISE332,3,MTH 362 or 215 or permission of instructor,
ISE333,3,ISE 311 (411) and MTH 362 or MTH 244 or permission of instructor,
ISE334,3,ISE 311 (411) or permission of instructor,
ISE391,3,junior standing and permission of instructor,
ISE392,3,junior standing and permission of instructor,
ISE401,3,"ISE 240, 312 (412), and 332 (432) or 333 (433), or permission of instructor",
ISE402,3,ISE 401 or permission of instructor,D1
ISE420,3,ISE 311 (411) / MCE 411 or STA 412 or permission of instructor,
ISE445,3,"ISE 240 and 332 (432), or permission of instructor",
ISE449,3,ISE 240 or permission of instructor,
ISE451,3,ISE 332 (432) or 333 (433) or permission of instructor,
ISE460,3,"ISE 240, CHE 333 or 437",
ISE461G,3,"(junior standing, PHY 204, and MTH 142), or permission of instructor","C2, A1"
ISE491,6,permission of instructor,
ISE492,6,permission of instructor,
ITL100,6,Freshman or sophomore status only,"C2, A3"
ITL101,3,no prior Italian is required,"C2, A3"
ITL102,3,,"C2, A3"
ITL103,3,,"C2, A3"
ITL104,3,,"C2, A3"
ITL205,3,,"C2, A3"
ITL206,3,,"C2, A3"
ITL301,3,ITL 205 or 206 or permission of chairperson,
ITL302,3,ITL 205 or 206 or permission of chairperson,
ITL305,3,ITL 205 or 206 or permission of chairperson,
ITL310,3,"successful completion of one 200-level ITL course or equivalent, or permission of instructor",
ITL315,3,,"A3, C2"
ITL316,3,ITL 205 or ITL 206 or permission of instructor,
ITL317,3,ITL 205 or ITL 206 or permission of instructor,
ITL325,3,ITL 205 or 206 or permission of chairperson,
ITL326,3,ITL 205 or 206 or permission of chairperson,
ITL390,3,,"A3, C1"
ITL395,3,,
ITL450,3,one 300-level ITL course or permission of instructor,
ITL455,3,one 300-level course or permission of instructor,
ITL465,3,one 300-level course or permission of instructor,
ITL480,3,"junior standing, credit or concurrent enrollment in at least one 300-level Italian course, or permission of instructor",
ITL481,3,one 300-level course or permission of instructor,
ITL497,3,acceptance of project by a faculty member and approval of chairperson,
ITL498,3,acceptance of project by a faculty member and approval of chairperson,
ITR300,3,,
ITR301,12,"junior and senior standing, participation in the ITR program, permission of faculty advisor, and (a minimum quality point average of 2.00 or permission of the department chair of the student's major)",
ITR302,12,"junior and senior standing, participation in the ITR program, permission of faculty advisor, and (a minimum quality point average of 2.00 or permission of the department chair of the student's major)",
ITR303,3,concurrent enrollment in 301,
ITR304,3,concurrent enrollment in 302,
ITR305,1,"sophomore, junior or senior standing; for CCJ, ISD, AAF, SOC, APG, ECN, GWS, or PSC majors only",
ITR306,1,"Students with sophomore, junior, or senior standing for the following majors only:  ART, CHN, ENG, FRN, HIS, GER, GLAS (Global Language and Area Studies) ITL, MUS, PHL, SPA, THE",
ITR307,1,"Sophomore, junior, or senior standing in COM, FLM, JOR, PRS, SMC, WRT",
ITR400,0,permission of instructor,
JOR110,3,,"A3, C1"
JOR110H,3,overall GPA of 3.40 or better,"A3, C1"
JOR115,3,,
JOR210,3,JOR 110 or 115 or permission of instructor,
JOR211,3,JOR 110 or 115,
JOR215,3,JOR 110 or 115,
JOR220,3,"WRT course with a grade of B or better and major in journalism or sports media and communication, or permission of instructor",
JOR221,3,journalism majors only; JOR 220 with grade of C or better,
JOR310,3,junior standing and 110 and one 300-level journalism skills course or permission of instructor,
